order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country
10.301,WANDK,8,1996-09-09T00:00:00.000Z,1996-10-07T00:00:00.000Z,1996-09-17T00:00:00.000Z,2,"45,08000183",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10.302,SUPRD,4,1996-09-10T00:00:00.000Z,1996-10-08T00:00:00.000Z,1996-10-09T00:00:00.000Z,2,"6,26999998",Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10.303,GODOS,7,1996-09-11T00:00:00.000Z,1996-10-09T00:00:00.000Z,1996-09-18T00:00:00.000Z,2,"107,83000183",Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10.304,TORTU,1,1996-09-12T00:00:00.000Z,1996-10-10T00:00:00.000Z,1996-09-17T00:00:00.000Z,2,"63,79000092",Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico
10.305,OLDWO,8,1996-09-13T00:00:00.000Z,1996-10-11T00:00:00.000Z,1996-10-09T00:00:00.000Z,3,"257,61999512",Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10.306,ROMEY,1,1996-09-16T00:00:00.000Z,1996-10-14T00:00:00.000Z,1996-09-23T00:00:00.000Z,3,"7,55999994",Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain
10.307,LONEP,2,1996-09-17T00:00:00.000Z,1996-10-15T00:00:00.000Z,1996-09-25T00:00:00.000Z,2,"0,56",Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10.308,ANATR,7,1996-09-18T00:00:00.000Z,1996-10-16T00:00:00.000Z,1996-09-24T00:00:00.000Z,3,"1,61000001",Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,5021,Mexico
10.309,HUNGO,3,1996-09-19T00:00:00.000Z,1996-10-17T00:00:00.000Z,1996-10-23T00:00:00.000Z,1,"47,29999924",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10.31,THEBI,8,1996-09-20T00:00:00.000Z,1996-10-18T00:00:00.000Z,1996-09-27T00:00:00.000Z,2,"17,52000046",The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10.311,DUMON,1,1996-09-20T00:00:00.000Z,1996-10-04T00:00:00.000Z,1996-09-26T00:00:00.000Z,3,"24,69000053",Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10.312,WANDK,2,1996-09-23T00:00:00.000Z,1996-10-21T00:00:00.000Z,1996-10-03T00:00:00.000Z,2,"40,25999832",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10.313,QUICK,2,1996-09-24T00:00:00.000Z,1996-10-22T00:00:00.000Z,1996-10-04T00:00:00.000Z,2,"1,96000004",QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10.314,RATTC,1,1996-09-25T00:00:00.000Z,1996-10-23T00:00:00.000Z,1996-10-04T00:00:00.000Z,2,"74,16000366",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10.315,ISLAT,4,1996-09-26T00:00:00.000Z,1996-10-24T00:00:00.000Z,1996-10-03T00:00:00.000Z,2,"41,75999832",Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10.316,RATTC,1,1996-09-27T00:00:00.000Z,1996-10-25T00:00:00.000Z,1996-10-08T00:00:00.000Z,3,"150,1499939",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10.317,LONEP,6,1996-09-30T00:00:00.000Z,1996-10-28T00:00:00.000Z,1996-10-10T00:00:00.000Z,1,"12,68999958",Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10.318,ISLAT,8,1996-10-01T00:00:00.000Z,1996-10-29T00:00:00.000Z,1996-10-04T00:00:00.000Z,2,"4,73000002",Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10.319,TORTU,7,1996-10-02T00:00:00.000Z,1996-10-30T00:00:00.000Z,1996-10-11T00:00:00.000Z,3,"64,5",Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico
10.32,WARTH,5,1996-10-03T00:00:00.000Z,1996-10-17T00:00:00.000Z,1996-10-18T00:00:00.000Z,3,"34,56999969",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10.321,ISLAT,3,1996-10-03T00:00:00.000Z,1996-10-31T00:00:00.000Z,1996-10-11T00:00:00.000Z,2,"3,43000007",Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10.322,PERIC,7,1996-10-04T00:00:00.000Z,1996-11-01T00:00:00.000Z,1996-10-23T00:00:00.000Z,3,"0,40000001",Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,5033,Mexico
10.323,KOENE,4,1996-10-07T00:00:00.000Z,1996-11-04T00:00:00.000Z,1996-10-14T00:00:00.000Z,1,"4,88000011",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10.324,SAVEA,9,1996-10-08T00:00:00.000Z,1996-11-05T00:00:00.000Z,1996-10-10T00:00:00.000Z,1,"214,27000427",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10.325,KOENE,1,1996-10-09T00:00:00.000Z,1996-10-23T00:00:00.000Z,1996-10-14T00:00:00.000Z,3,"64,86000061",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10.326,BOLID,4,1996-10-10T00:00:00.000Z,1996-11-07T00:00:00.000Z,1996-10-14T00:00:00.000Z,2,"77,91999817",Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain
10.327,FOLKO,2,1996-10-11T00:00:00.000Z,1996-11-08T00:00:00.000Z,1996-10-14T00:00:00.000Z,1,"63,36000061",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10.328,FURIB,4,1996-10-14T00:00:00.000Z,1996-11-11T00:00:00.000Z,1996-10-17T00:00:00.000Z,3,"87,02999878",Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10.329,SPLIR,4,1996-10-15T00:00:00.000Z,1996-11-26T00:00:00.000Z,1996-10-23T00:00:00.000Z,2,"191,66999817",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10.33,LILAS,3,1996-10-16T00:00:00.000Z,1996-11-13T00:00:00.000Z,1996-10-28T00:00:00.000Z,1,"12,75",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10.331,BONAP,9,1996-10-16T00:00:00.000Z,1996-11-27T00:00:00.000Z,1996-10-21T00:00:00.000Z,1,"10,18999958",Bon app',"12, rue des Bouchers",Marseille,,13008,France
10.332,MEREP,3,1996-10-17T00:00:00.000Z,1996-11-28T00:00:00.000Z,1996-10-21T00:00:00.000Z,2,"52,84000015",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10.333,WARTH,5,1996-10-18T00:00:00.000Z,1996-11-15T00:00:00.000Z,1996-10-25T00:00:00.000Z,3,"0,58999997",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10.334,VICTE,8,1996-10-21T00:00:00.000Z,1996-11-18T00:00:00.000Z,1996-10-28T00:00:00.000Z,2,"8,56000042",Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10.335,HUNGO,7,1996-10-22T00:00:00.000Z,1996-11-19T00:00:00.000Z,1996-10-24T00:00:00.000Z,2,"42,11000061",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10.336,PRINI,7,1996-10-23T00:00:00.000Z,1996-11-20T00:00:00.000Z,1996-10-25T00:00:00.000Z,2,"15,51000023",Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10.337,FRANK,4,1996-10-24T00:00:00.000Z,1996-11-21T00:00:00.000Z,1996-10-29T00:00:00.000Z,3,"108,26000214",Frankenversand,Berliner Platz 43,München,,80805,Germany
10.338,OLDWO,4,1996-10-25T00:00:00.000Z,1996-11-22T00:00:00.000Z,1996-10-29T00:00:00.000Z,3,"84,20999908",Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10.339,MEREP,2,1996-10-28T00:00:00.000Z,1996-11-25T00:00:00.000Z,1996-11-04T00:00:00.000Z,2,"15,65999985",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10.34,BONAP,1,1996-10-29T00:00:00.000Z,1996-11-26T00:00:00.000Z,1996-11-08T00:00:00.000Z,3,"166,30999756",Bon app',"12, rue des Bouchers",Marseille,,13008,France
10.341,SIMOB,7,1996-10-29T00:00:00.000Z,1996-11-26T00:00:00.000Z,1996-11-05T00:00:00.000Z,3,"26,78000069",Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10.342,FRANK,4,1996-10-30T00:00:00.000Z,1996-11-13T00:00:00.000Z,1996-11-04T00:00:00.000Z,2,"54,83000183",Frankenversand,Berliner Platz 43,München,,80805,Germany
10.343,LEHMS,4,1996-10-31T00:00:00.000Z,1996-11-28T00:00:00.000Z,1996-11-06T00:00:00.000Z,1,"110,37000275",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10.344,WHITC,4,1996-11-01T00:00:00.000Z,1996-11-29T00:00:00.000Z,1996-11-05T00:00:00.000Z,2,"23,29000092",White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10.345,QUICK,2,1996-11-04T00:00:00.000Z,1996-12-02T00:00:00.000Z,1996-11-11T00:00:00.000Z,2,"249,05999756",QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10.346,RATTC,3,1996-11-05T00:00:00.000Z,1996-12-17T00:00:00.000Z,1996-11-08T00:00:00.000Z,3,"142,08000183",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10.347,FAMIA,4,1996-11-06T00:00:00.000Z,1996-12-04T00:00:00.000Z,1996-11-08T00:00:00.000Z,3,"3,0999999",Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10.348,WANDK,4,1996-11-07T00:00:00.000Z,1996-12-05T00:00:00.000Z,1996-11-15T00:00:00.000Z,2,"0,77999997",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10.349,SPLIR,7,1996-11-08T00:00:00.000Z,1996-12-06T00:00:00.000Z,1996-11-15T00:00:00.000Z,1,"8,63000011",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10.35,LAMAI,6,1996-11-11T00:00:00.000Z,1996-12-09T00:00:00.000Z,1996-12-03T00:00:00.000Z,2,"64,19000244",La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10.351,ERNSH,1,1996-11-11T00:00:00.000Z,1996-12-09T00:00:00.000Z,1996-11-20T00:00:00.000Z,1,"162,33000183",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10.352,FURIB,3,1996-11-12T00:00:00.000Z,1996-11-26T00:00:00.000Z,1996-11-18T00:00:00.000Z,3,"1,29999995",Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10.353,PICCO,7,1996-11-13T00:00:00.000Z,1996-12-11T00:00:00.000Z,1996-11-25T00:00:00.000Z,3,"360,63000488",Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10.354,PERIC,8,1996-11-14T00:00:00.000Z,1996-12-12T00:00:00.000Z,1996-11-20T00:00:00.000Z,3,"53,79999924",Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,5033,Mexico
10.355,AROUT,6,1996-11-15T00:00:00.000Z,1996-12-13T00:00:00.000Z,1996-11-20T00:00:00.000Z,1,"41,95000076",Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10.356,WANDK,6,1996-11-18T00:00:00.000Z,1996-12-16T00:00:00.000Z,1996-11-27T00:00:00.000Z,2,"36,70999908",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10.357,LILAS,1,1996-11-19T00:00:00.000Z,1996-12-17T00:00:00.000Z,1996-12-02T00:00:00.000Z,3,"34,88000107",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10.358,LAMAI,5,1996-11-20T00:00:00.000Z,1996-12-18T00:00:00.000Z,1996-11-27T00:00:00.000Z,1,"19,63999939",La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10.359,SEVES,5,1996-11-21T00:00:00.000Z,1996-12-19T00:00:00.000Z,1996-11-26T00:00:00.000Z,3,"288,42999268",Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10.36,BLONP,4,1996-11-22T00:00:00.000Z,1996-12-20T00:00:00.000Z,1996-12-02T00:00:00.000Z,3,"131,69999695",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10.361,QUICK,1,1996-11-22T00:00:00.000Z,1996-12-20T00:00:00.000Z,1996-12-03T00:00:00.000Z,2,"183,16999817",QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10.362,BONAP,3,1996-11-25T00:00:00.000Z,1996-12-23T00:00:00.000Z,1996-11-28T00:00:00.000Z,1,"96,04000092",Bon app',"12, rue des Bouchers",Marseille,,13008,France
10.363,DRACD,4,1996-11-26T00:00:00.000Z,1996-12-24T00:00:00.000Z,1996-12-04T00:00:00.000Z,3,"30,54000092",Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10.364,EASTC,1,1996-11-26T00:00:00.000Z,1997-01-07T00:00:00.000Z,1996-12-04T00:00:00.000Z,1,"71,97000122",Eastern Connection,35 King George,London,,WX3 6FW,UK
10.365,ANTON,3,1996-11-27T00:00:00.000Z,1996-12-25T00:00:00.000Z,1996-12-02T00:00:00.000Z,2,22,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico
10.366,GALED,8,1996-11-28T00:00:00.000Z,1997-01-09T00:00:00.000Z,1996-12-30T00:00:00.000Z,2,"10,14000034",Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
10.367,VAFFE,7,1996-11-28T00:00:00.000Z,1996-12-26T00:00:00.000Z,1996-12-02T00:00:00.000Z,3,"13,55000019",Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10.368,ERNSH,2,1996-11-29T00:00:00.000Z,1996-12-27T00:00:00.000Z,1996-12-02T00:00:00.000Z,2,"101,94999695",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10.369,SPLIR,8,1996-12-02T00:00:00.000Z,1996-12-30T00:00:00.000Z,1996-12-09T00:00:00.000Z,2,"195,67999268",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10.37,CHOPS,6,1996-12-03T00:00:00.000Z,1996-12-31T00:00:00.000Z,1996-12-27T00:00:00.000Z,2,"1,16999996",Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10.371,LAMAI,1,1996-12-03T00:00:00.000Z,1996-12-31T00:00:00.000Z,1996-12-24T00:00:00.000Z,1,"0,44999999",La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10.372,QUEEN,5,1996-12-04T00:00:00.000Z,1997-01-01T00:00:00.000Z,1996-12-09T00:00:00.000Z,2,"890,7800293",Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10.373,HUNGO,4,1996-12-05T00:00:00.000Z,1997-01-02T00:00:00.000Z,1996-12-11T00:00:00.000Z,3,"124,12000275",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
